codigo_postal;nombre
27333;Piño
27334;Castroncelos
27336;Forgas
27338;Beiran
27340;Boveda
27341;Bardaos
27343;Barxa
27344;Covelo
27345;Cortellas (As)
27346;Cabude
27347;Carralcova
27348;Codesido
27350;Eimer
27359;Fontaiña (A)
27362;Cruces (As)
27367;Agrolazas (As)
27368;Casal de Vito
27370;Baamonde
27375;Baltar
27376;Vao (O)
27378;Arneiro
27388;Alfonsares
27410;Camporrio
27413;San Pedro de Baños
27414;Bacorelle
27415;Vao
27416;Carretera
27417;Casares
27418;Fabeiro (O)
27419;Babela
27420;Barxela (A)
27421;Barantes de Abaixo
27425;Bolmente
27430;Capa (A)
27437;Abelaira (A)
27438;Vargo (O)
27440;Canaval
27450;Barreal
27466;Arroxo (O)
27468;Castroseiros
27470;Amandi
27500;Chantada
27510;Mouricios
27511;Ada
27512;Carballizos
27513;Abeleda
27514;Belesar
27515;Arriba
27516;Amedo
27519;Corneas (As)
27520;Barrela (A)
27528;Besteiriños
27529;Agrexan
27530;Bañal (O)
27531;Acilleiros
27533;Folgar (O)
27540;Escairon
27543;Bidueiros (Os)
27544;Amedo (O)
27545;Abadia (A)
27547;Gudin
27549;Viris
27550;Carude
27554;Bouzal (O)
27555;Valboa
27556;Carballas (As)
27557;Curro (O)
27558;Arxiz
27559;Abelairas
27560;Cariza (A)
27568;Arada
27569;Bidouredo
27570;Antas de Ulla
27576;Fontelo
27577;Funsin
27578;Aguela
27579;Alvidron
27590;Almacen (O)
27591;Carrouba
27593;Toiriz
27595;Enviande
27596;Cargas (As)
27600;Sarria
27610;Castelo
27611;Aldosende
27612;Baran
27614;Larin
27615;Cima de Vila
27617;Betote de Abaixo
27618;Arxevide
27619;Alban
27620;Coiñas
27623;Carqueixeda
27624;Balsa
27625;Airapadron
27626;Bustofrio
27627;Castro de Lourido
27630;Triacastela
27631;San Xil
27632;Biduedo (O)
27634;Cancelo
27635;Castroncan
27636;Formigueiros
27637;Lavandeira
27638;Frollais
27639;Arxileiro
27640;Becerrea
27647;Ferrañol
27648;Cadoalla
27649;Armesto
27652;Cernada (A)
27653;Arcon
27655;Coruxedo
27657;Cociña (A)
27658;Castañedo
27659;Chao de Vilarin
27660;Balaxaz
27661;Barbeitas (As)
27662;Santo Estevo
27663;Pando
27664;Barreiro
27666;Airoa
27667;Cabana Xaraz
27668;Borqueria (A)
27670;Busmullan
27671;Barxamaior
27672;Louzarela
27673;Chan de Pena
27676;Doncos
27677;Torallo
27678;Agueira
27679;Cruzul
27680;Baralla
27685;Costantin
27686;Berselos
27687;Arroxo
27689;Aranza
27691;Reboleira (A)
27693;Armea de Arriba
27694;Vilouta de Abaixo
27695;Areal (O)
27698;Cabanas (As)
27699;Dradas
27700;Ribadeo
27712;Lourido
27713;Aceñas (As)
27714;Barredal (O)
27715;Rinlo
27720;Castelo (O)
27721;Aldeguer
27723;Beche
27724;Navallo (O)
27726;Acevro (O)
27727;Vilaouruz
27728;Boulloso (O)
27729;Salmean
27730;Abadin
27737;Agros (Os)
27738;Barqueira (A)
27740;Mondoñedo
27742;Barral de Cima
27743;Augaxosa (A)
27744;Franco (O)
27747;Carroceiras (As)
27749;Campa (A)
27750;Batan (O)
27751;Adellao
27752;Barbeitas
27765;Abaira (A)
27766;Biduedo
27767;Carreira Cha (A)
27768;Fornea (A)
27770;Cabezan
27774;Abelairas (As)
27776;Canaledo
27778;Penido (O)
27779;Amarela (A)
27780;Marzan
27785;Chao (O)
27786;Abidueiras (As)
27788;Espiñeira (A)
27789;Fazouro
27790;Anea (A)
27796;Cinxe
27797;Campo de San Lourenzo (O)
27798;Couto (O)
27800;Vilalba
27811;Aguiar
27812;Escourido
27815;Augarrio
27816;Adro (O)
27817;Bargañas (As)
27820;Caivancas
27821;Alto (O)
27822;Curras (Os)
27824;Aruxo (O)
27825;Buxiban
27826;Bidueiro (O)
27832;Agro Vello (O)
27833;Vesura (A)
27834;Cabreiros
27837;Acivreiros (Os)
27840;Aciveiro
27842;Bidueiro
27849;Carballas
27850;Viveiro
27861;Castro Bo
27863;Celeiro
27865;Muruas
27866;Agro (O)
27867;Barcia (A)
27868;Amoa (A)
27870;Carballas (Os)
27876;Aldea de Abaixo (A)
27877;Canelas
27878;Alto de Lago (O)
27879;Cancelas (As)
27880;Burela
27889;Abrigo (O)
27890;San Cibrao
27891;Casas Novas (As)
27893;Trasmonte Das Chousas
28000;Madrid
28100;Alcobendas
28110;Algete
28130;Alalpardo
28140;Fuente El Saz de Jarama
28150;Silillos
28160;Talamanca de Jarama
28170;Valdepielagos
28180;Torrelaguna
28189;Atazar (El)
28190;Bocigano
28191;Hiruela (La)
28192;Berrueco (El)
28193;Cervera de Buitrago
28194;Berzosa del Lozoya
28195;Serrada de la Fuente
28196;Paredes de Buitrago
28200;Cuelgamuros
28210;Cerro Alarcon
28211;Escorial (El)
28212;Pinosol
28213;Colmenar del Arroyo
28214;Fresnedillas de la Oliva
28219;Alcor (El)
28220;Majadahonda
28224;Pozuelo de Alarcon
28229;Villanueva del Pardillo
28231;Rozas de Madrid (Las)
28232;Chopera (La)
28240;Berzalejo
28250;Fuente la Teja
28270;Colmenarejo
28290;Garzo (El)
28293;Estacion Y Pajares (La)
28294;Robledo de Chavela
28295;Valdemaqueda
28297;Hoya (La)
28300;Algodor
28320;Pinto
28340;Valdemoro
28350;Ciempozuelos
28359;Titulcia
28360;Villaconejos
28370;Chinchon
28380;Colmenar de Oreja
28390;Belmonte de Tajo
28391;Valdelaguna
28400;Collado Villalba
28409;Negrales-Los Llanos (Los)
28410;Manzanares El Real
28411;Moralzarzal
28412;Cerceda
28413;Boalo (El)
28420;Parquelagos
28430;Alpedrete
28440;Cabezuelas (Las)
28450;Collado Mediano
28460;Molinos (Los)
28470;Camorritos
28480;Tablada
28490;Becerril de la Sierra
28492;Mataelpino
28500;Arganda
28510;Campo Real
28511;Valdilecha
28512;Villar del Olmo
28514;Mirador de Baztan (El)
28515;Olmeda de Las Fuentes
28521;Casa Eulogio
28522;Partija-Santa Monica (La)
28529;Rivas-Vaciamadrid
28530;Morata de Tajuña
28540;Perales de Tajuña
28550;Tielmes
28560;Carabaña
28570;Orusco
28580;Ambite
28590;Villarejo de Salvanes
28594;Valdaracete
28595;Estremera
28596;Brea de Tajo
28597;Fuentidueña de Tajo
28598;Buenameson
28600;Calypo II
28607;Alamo (El)
28609;Cortijos (Los)
28610;Villamanta
28620;Aldea del Fresno
28630;Alamin
28635;Mostoles
28640;Cadalso de Los Vidrios
28649;Entrepinos
28650;Cenicientos
28660;Boadilla del Monte
28670;Villaviciosa de Odon
28680;San Ramon
28690;Brunete
28691;Villanueva de la Cañada
28693;Perales de Milla
28694;Chapineria
28695;Morro (El)
28696;Pelayos de la Presa
28700;S Sebastian de Los Reyes
28706;Club de Campo
28707;Pueblas (Las)
28708;Fuente del Fresno
28709;Ciudalcampo
28710;Molar (El)
28720;Bustarviejo
28721;Cabanillas de la Sierra
28722;Espartal (El)
28723;Atalaya Real
28729;Navalafuente
28730;Buitrago del Lozoya
28737;Braojos
28739;Cuadron (El)
28740;Oteruelo del Valle
28742;Alameda del Valle
28743;Canencia
28749;Pinilla del Valle
28752;Sieteiglesias
28754;Navas de Buitrago
28755;Acebeda (La)
28756;Somosierra
28760;Tres Cantos
28770;Colmenar Viejo
28791;Soto del Real
28792;Endrinales (Los)
28794;Guadalix de la Sierra
28801;Alcala de Henares
28810;Gurugu (El)
28811;Corpa
28812;Pezuela de Las Torres
28813;Pozuelo del Rey
28814;Daganzo de Arriba
28815;Fresno de Torote
28816;Camarma de Esteruelas
28817;Santos de la Humosa (Los)
28818;Anchuelo
28820;Coslada
28830;San Fernando de Henares
28840;Mejorada del Campo
28850;Torrejon de Ardoz
28860;Paracuellos de Jarama
28861;Berrocales del Jarama
28862;Belvis de Jarama
28863;Cobeña
28864;Ajalvir
28880;Meco
28890;Loeches
28891;Velilla de San Antonio
28901;Getafe
28906;Cerro de Los Angeles
28909;Aldehuela Y la Torrecilla
28911;Leganes
28914;Fortuna
28921;Alcorcon
28941;Fuenlabrada
28950;Colinas (Las)
28970;Humanes de Madrid
28971;Griñon
28976;Batres
28977;Casarrubuelos
28979;Serranillos del Valle
28980;Parla
28990;Torrejon de Velasco
28991;Torrejon de la Calzada
29001;Malaga
29004;Churriana
29010;Yeseras
29100;Coin
29108;Guaro
29109;Ardite
29110;Monda
29120;Alhaurin El Grande
29130;Alhaurin de la Torre
29150;Almogia
29160;Arroyo Coche
29170;Caravaca
29180;Riogordo
29190;Campanillas
29194;Alfarnate
29195;Alqueria
29200;Antequera
29210;Cuevas de San Marcos
29220;Cuevas Bajas
29240;Valle de Abdalajis
29250;Cartaojal
29260;Villanueva de Cauche
29300;Archidona
29309;Estacion de Archidona
29310;Albaicin (El)
29312;Villanueva del Rosario
29313;Villanueva del Trabuco
29315;Estacion de Salinas
29320;Campillos
29327;Huertas Y Montes
29328;Sierra de Yeguas
29330;Almargen
29340;Cañete la Real
29350;Arriate
29360;Montejaque
29370;Benaojan
29380;Cortes de la Frontera
29391;Cañada del Real Tesoro
29392;Jimera de Libar
29394;Ronda
29400;Montecorto
29410;Yunquera
29420;Burgo (El)
29440;Igualeja
29450;Pujerra
29451;Parauta
29452;Cartajima
29460;Alpandeire
29461;Farajan
29462;Juzcar
29470;Cuevas del Becerro
29471;Serrato
29480;Gaucin
29490;Benarraba
29491;Algatocin
29492;Genalguacil
29493;Benadalid
29494;Atajate
29500;Alora
29510;Arroyo Corrales
29520;Fuente de Piedra
29530;Alameda
29531;Carvajales (Los)
29532;Mollina
29550;Ardales
29551;Carratraca
29552;Chorro (El)
29560;Cerralba
29566;Casarabonela
29567;Alozaina
29568;Zalea
29569;Gibralgalia
29570;Cartama
29601;Marbella
29610;Ojen
29611;Istan
29630;Arroyo de la Miel-Benalma
29639;Benalmadena
29640;Fuengirola
29647;Calahonda-Chaparral
29651;Lagunas (Las)
29660;Nueva Andalucia
29670;San Pedro de Alcantara
29679;Artola
29680;Estepona
29688;Atalaya-Isdabe
29689;Loma del Monte
29691;Manilva
29692;Secadero
29693;Bahia Dorada
29698;Saladillo-Benamara
29700;Cabrillas
29710;Periana
29711;Alcaucin
29712;Cortijuelos
29713;Pilarejo
29714;Salares
29715;Sedella
29716;Canillas de Aceituno
29717;Arenas
29718;Almachar
29719;Benamocarra
29730;Rincon de la Victoria
29738;Moclinejo
29740;Torre del Mar
29749;Almayate Alto
29750;Algarrobo
29751;Caleta de Velez
29752;Corumbela
29753;Archez
29754;Competa
29755;Canillas de Albaida
29760;Lagos
29770;Torrox
29780;Nerja
29787;Maro
29788;Frigiliana
29790;Benajarafe
29791;Benaque
29792;Iznate
29793;Huit
29796;Torrox-Costa
30000;Casas del Camino Churra
30001;Murcia
30017;Cementerio (El)
30107;Agridulce
30108;Rincon de Beniscornia
30110;Cabezo de Torres
30120;Palmar O Lugar D. Juan
30130;Basca (La)
30139;Huerta del Raal
30140;Santomera
30148;Matanzas
30149;Siscar
30150;Alberca de Las Torres
30152;Aljucer
30153;Carrascoy
30154;Corvera
30155;Baños Y Mendigo
30156;Martinez del Puerto (Los)
30157;Algezares
30158;Garres (Los)
30160;Era Alta
30161;Huerta de Llano de Brujas
30163;Cobatillas
30164;Cabezo de la Plata
30165;Huerta del Rincon de Seca
30166;Ermita de Burgos
30167;Raya (La)
30168;Casas la Huerta Era Alta
30169;San Gines
30170;Mula
30176;Pliego
30178;Alquibla
30179;Barqueros
30189;Cabezo (El)
30190;Albudeite
30191;Campos del Rio
30192;Rodeo Primero O Huatazale
30194;Ardal
30195;Archivel
30201;Cartagena
30300;Lomas (Las)
30319;Medicos (Los)
30320;Balsapintada
30330;Albujon
30331;Lobosillo
30333;Cuevas de Reyllo
30334;Loma (La)
30335;Campillo de Abajo
30338;Canovas
30350;Escombreras
30351;Alumbres
30360;Roche
30362;Oliveras (Las)
30364;Portman
30365;Urrutias (Los)
30366;Algar (El)
30367;Beatos (Los)
30369;Camachos (Los)
30370;Cabo de Palos
30379;Mirador (El)
30380;Barranco
30381;Estrecho S Gines (El)
30382;Beal
30383;Nietos (Los)
30384;Islas Menores
30385;Atamaria
30387;Sabinar (El)
30390;Aljorra (La)
30391;Pozo Los Palos
30392;Porche (El)
30393;Patojos (Los)
30394;Algameca
30395;Puebla (La)
30399;Vista Alegre
30400;Caravaca de la Cruz
30410;Almudema (La)
30411;Campo Coy
30412;Barranda
30413;Hornico (El)
30420;Calasparra
30430;Agua Salada
30438;Burete
30440;Moratalla
30500;Molina de Segura
30506;Romeral
30508;Ribera de Molina
30509;Albarda
30510;Campo Abajo
30520;Alberquilla (La)
30529;Cañada del Trigo
30530;Almadenes
30540;Alto Palomo
30550;Abaran
30560;Alguazas
30562;Ceuti
30563;Torraos (Los)
30564;Lorqui
30565;Campo de Abajo
30570;Dolores (Los)
30579;Rincon del Gallego
30580;Alquerias
30588;Tabala
30589;Huerta Y Campo Los Ramos
30591;Balsicas
30592;Jeronimos Y Avileses
30594;Pozo Estrecho
30600;Archena
30610;Ainas
30611;Alquibla (La)
30612;Cuesta Blanca
30628;Ajauque
30629;Carrillos (Los)
30640;Abanilla
30648;Algarrobo (El)
30700;Hortichuela
30708;Jimenado
30710;Santa Rosalia
30720;Calavera (La)
30729;Santiago de la Ribera
30730;San Javier
30739;Grajuela (La)
30740;Antolinos (Los)
30749;Esperanzas (Las)
30750;Beniajan
30800;Lorca
30810;Cañada Hermosa Y Jofre
30811;Ortillo
30812;Coy
30813;Campillo
30814;Barranco Hondo
30815;Alporchones
30816;Hinojar
30817;Fontanares
30818;Cañarejo
30826;Puebla de Soto
30830;Molino de Los Casianos
30831;Fabrica de la Polvora
30832;Javali Nuevo
30833;Casillas (Lugar De) O Erm
30834;Alquerias Y Cermeño
30840;Alhama de Murcia
30850;Torre Guil
30858;Cañadas del Romero
30859;Aledo
30860;Puerto de Mazarron
30868;Escabeas (Los)
30870;Mazarron
30875;Saladillo
30876;Calnegre Y Los Curas
30877;Moreras
30878;Madroñeras Y El Llano
30879;Garrobo
30880;Aguilas
30883;Sangonera Verde O Ermita
30889;Barranco de Los Asensios
30890;Atalaya Y Las Plazas
30891;Ermita
30892;Alamillo (El)
30893;Almendricos
31001;Pamplona/Iruña
31013;Ansoain
31100;Puente la Reina/Gares
31109;Artazu
31110;Noain
31119;Guerendiain
31130;Mañeru
31131;Cirauqui
31132;Villatuerta
31133;Basongaiz
31140;Artajona
31150;Mendigorria
31151;Obanos
31152;Muruzabal
31153;Adios
31154;Añorbe
31160;Orkoien
31170;Iza
31171;Asiain
31172;Aizpun
31173;Artazcoz
31174;Belascoain
31175;Izurzu
31176;Arguiñano
31177;Lezaun
31178;Abarzuza
31179;Bearin
31180;Zizur Mayor/Zizur Nagusia
31190;Astrain
31191;Arlegui
31192;Aranguren
31193;Amalain
31194;Aderiz
31195;Aizoain
31200;Estella O Lizarra
31208;Irache
31210;Arcos (Los)
31219;Ubago
31220;Sansol
31227;Cabredo
31228;Aguilar de Codes
31229;Bargota
31230;Viana
31239;Aras
31240;Ayegui
31241;Arbeiza
31242;Villamayor de Monjardin
31243;Arroniz
31250;Oteiza
31251;Larraga
31252;Berbinzana
31253;Miranda de Arga
31260;Lerin
31261;Andosilla
31262;Allo
31263;Arellano
31264;Aberin
31270;Larraona
31271;Aranarache
31272;Artaza
31280;Abaigar
31281;Ancin
31282;Acedo
31283;Galbarra
31284;Zuñiga
31290;Amillano
31291;Arzoz
31292;Arinzano
31293;Sesma
31300;Tafalla
31310;Carcastillo
31311;Figarol
31312;San Isidro del Pinar
31313;Murillo El Fruto
31314;Santacara
31315;Traibuenas
31320;Milagro
31330;Villafranca
31340;Marcilla
31350;Peralta
31360;Funes
31370;Falces
31380;Caparroso
31382;Melida
31383;Rada
31390;Olite
31391;Murillo El Cuende
31392;Pitillas
31393;Beire
31394;Pueyo
31395;Barasoain
31396;Bariain
31397;Campanas
31398;Olcoz
31400;Sangüesa
31409;Torre de Peña
31410;Leyre
31411;Javier
31412;Burgui
31413;Vidangoz
31414;Garde
31415;San Martin
31416;Urzainqui
31417;Isaba/Izaba
31418;Uztarroz/Uztarroze
31420;Urroz
31421;Ardanaz de Izagaondoa
31422;Artaiz
31430;Aoiz/Agoitz
31438;Arce/Artzi
31439;Artozqui/Artozki
31440;Lumbier
31448;Adoain
31449;Aldunate
31450;Navascues
31451;Gallues
31452;Guesa
31453;Esparza de Salazar
31454;Castillo-Nuevo
31460;Aibar
31470;Elorz/Elortz
31471;Monreal
31472;Salinas de Ibargoiti
31473;Abinzano
31480;Artieda
31481;Uli Alto/Uliberri
31482;Lerruz
31483;Beortegui
31484;Señorio de Aguinaga
31485;Mendioroz
31486;Alzuza
31487;Liedena
31490;Caseda
31491;Moriones
31492;Ayesa
31493;Gallipienzo
31494;Eslava
31495;San Martin de Unx
31496;Ujue
31500;Tudela
31510;Fustiñana
31512;Bocal (El)
31513;Arguedas
31514;Valtierra
31515;Cadreita
31520;Cascante
31521;Murchante
31522;Monteagudo
31523;Ablitas
31540;Buñuel
31550;Ribaforada
31560;Azagra
31570;San Adrian
31579;Carcar
31580;Lodosa
31587;Imaz
31588;Lazagurria
31589;Sartaguda
31591;Corella
31592;Cintruenigo
31593;Fitero
31600;Burlada/Burlata
31610;Villava O Atarrabia
31620;Gorraiz
31621;Sarriguren
31630;Osteritz
31638;Kintoa / Quinto Real
31639;Zilbeti
31640;Auritz / Burguete
31650;Orreaga / Roncesvalles
31660;Luzaide/Valcarlos
31669;Azoleta
31670;Orbaitzetako Ola / Fabric
31671;Aria
31680;Idaibea
31689;Izalzu/Itzaltzu
31690;Ezcaroz/Ezkaroze
31691;Jaurrieta
31692;Abaurregaina / Abauurea A
31693;Garralda
31694;Aurizberri / Espinal
31695;Mezkiritz
31696;Lintzoain
31697;Aintzioa
31698;Akerreta
31699;Larraingoa
31700;Elbete
31710;Azkar
31711;Alkerdi
31712;Dantxarinea
31713;Aintzialde(Arizkun)
31714;Erratzu
31715;Amaiur / Maya
31720;Mugairi(Oronoz)
31730;Irurita
31740;Doneztebe/Santesteban
31744;Elgorriaga
31745;Aurtitz
31746;Ameztia
31747;Saldias
31748;Eratsun
31749;Ezkurra
31750;Donamaria
31751;Oitz
31752;Urrotz
31753;Beintza-Labaien
31754;Arano
31760;Etxalar
31770;Biurrana
31780;Bera
31789;Alkaiaga
31790;Arantza
31791;Sunbilla
31792;Zeberi
31793;Narbarte
31794;Arraioz
31795;Lekaroz
31796;Almandoz
31797;Alkotz
31798;Aritzu
31799;Anoz
31800;Altsasu/Alsasua
31809;Ziordia
31810;Bakaiku
31820;Etxarri-Aranatz
31829;Lizarraga
31830;Lakuntza
31839;Arbizu
31840;Arruazu
31849;Murgindueta
31850;Satrustegi
31860;Irurtzun
31866;Aizarotz
31867;Aizkorbe
31868;Ekai
31869;Itsaso
31870;Lekunberri
31876;Areso
31877;Albiasu
31878;Aldatz
31879;Alli
31880;Arkiskil
31890;Betelu
31891;Azkarate
31892;Aldaba
32001;Ourense
32002;Finca Fierro
32005;Fonsillon (O)
32100;Penas Albas
32101;Agro Maior
32102;Boimorto
32110;Figueiredo
32111;Neboeiro
32120;Codesedo
32131;Zarcilla de Ramos
32134;Ardesende
32135;Casfigueiro
32137;Arenteiriño
32138;Canices
32139;Fondo de Cea
32140;Arbor
32150;Diarada
32151;Andelo
32153;Bergaza
32160;Requeixo
32161;Cimadevila
32163;Sobrado
32164;Cerreda
32170;Amoeiro
32171;Abruciños
32172;Albeiros
32200;Cortegada
32211;Louredo
32212;Agrufeixe
32213;Abelenda
32220;Pontebarxas
32226;Amean
32227;Entrosrrios
32228;San Roque de Crespos
32229;Azoreira
32236;Condado (O)
32310;Trambasaugas
32311;Barrio de Cascalla (O)
32312;Oulego
32313;Entoma
32314;Alixo
32315;Cesures
32317;Xagoaza
32318;Reporicelo
32320;Quereño
32329;Pumares
32330;Sobradelo
32334;Viladequinta
32335;Bascois
32336;Casoio
32337;Casaio
32338;Candeda
32339;Medua (A)
32340;Vilamartin de Valdeorras
32348;Cernego
32349;Correxais
32350;Rua de Valdeorras (A)
32357;Seixo (O)
32358;Larouco
32359;Roblido
32360;Veiga (A)
32365;Xares
32366;Curra
32368;Carracedo
32370;Caseta (A)
32371;Portela (A)
32372;Outardepregos
32373;Bolo (O)
32375;Ermidas (As)
32400;Ribadavia
32411;Melon
32412;Carballeda de Avia (Capit
32413;Fermosas (As)
32414;Quinza (A)
32415;Santo Andre
32416;Costeira (A)
32417;Bacelo
32418;Francelos
32425;Beran
32426;Cortes (As)
32427;Eira de Mouros
32429;Cubilledo
32431;Beade
32432;Regadas (As)
32434;Balde
32448;Almorfe
32449;Airoa de Beacan
32450;Barca de Barbantes (A)
32452;Rubias
32453;Eiras
32454;Cenlle
32455;Casar Do Mato
32456;Erosa
32457;Barbantes
32459;Laias
32499;Esculqueira (A)
32510;Saa
32511;Granxa (A)
32512;Batallas
32513;Enfesta
32514;Salon
32515;Aguisar
32516;Banga
32521;Riande
32523;Cardelle
32524;Fonte Moreiras
32525;Xendive
32526;Sonelle
32530;Regueiro
32534;Barro
32535;Cangues
32536;Bugalleira
32538;Xirei
32539;Carballeda
32540;Gudiña (A)
32546;Parada Da Serra
32547;Canizo (O)
32548;Cadavos
32549;Mezquita (A)
32550;Viana Do Bolo
32554;Caldesiños
32555;Ermida (A)
32557;Ardexarxe
32558;Cepedelo
32560;Pradocabalos
32570;Maside
32572;Agro de Quinta
32574;Groba
32575;Aldeiñas
32576;Negrelle
32577;Touza
32578;Reviñas
32579;Bolo
32590;Vilavella (A)
32591;Campobecerros
32592;Gaspar
32593;Alen
32600;Cabreiroa
32610;Castrelo de Abaixo
32611;Monterrei
32612;Monteveloso
32613;Bouses
32614;Bemposta (A)
32615;Abedes
32616;Arzadegos
32617;Arzoa
32618;Albarellos
32619;Pazos
32620;Correchouso
32621;Camba
32622;Albergueria (A)
32623;Matama
32624;Nocedo Do Val
32625;Castrelo Do Val
32626;Pepin
32630;Xinzo de Limia
32631;Boado
32633;Quinta (A)
32634;Aguis
32635;Damil
32636;Morgade
32637;Faramontaos
32640;Cima de Ribeira
32641;Telladas
32643;Reboreda
32645;Castelaus
32646;Meaus
32647;Golpellas
32648;Feas
32650;Casas Da Veiga (As)
32651;Breixome de Abaixo
32652;Aldea Do Muiño
32653;Candas
32654;Congostro
32655;Azureiros
32660;Allariz
32664;Outeiro de Orraca
32666;Guimaras
32667;Aira Vella
32669;Frieira (A)
32670;Xunqueira de Ambia
32679;Abeleda (A)
32680;Atas
32688;Xironda
32689;Carzoa
32690;Venta Do Rio
32692;Cerredelo
32694;Abavides
32695;Casas
32696;Lodoselo
32697;Mourazos
32698;Rabal
32699;Feces de Abaixo
32700;Maceda
32701;Baños de Molgas
32702;Penouzos
32703;Casonel
32704;Almoite
32705;Milagres Do Medo (Os)
32706;Castro de Escuadro
32707;Vascos
32708;Veigacha
32710;Cachamuiña
32720;Alto Do Couso
32730;Paradela
32740;Fondo de Vila
32746;San Lourenzo
32747;Casalta (A)
32748;Espiñas
32749;Caxide
32750;Ferreria (A)
32760;Castro de Caldelas (O) (C
32765;Boazo
32766;Casbeado
32767;Drados
32768;Montemiao
32769;Burgo (O)
32770;Alenza (A)
32779;Acevido
32780;Pena Petada
32781;Mata (A)
32783;Placin
32784;Manzaneda
32785;Cernado
32786;Celeiros
32787;Casteligo
32789;Cotaros
32790;Currelo (O)
32791;Armariz
32792;Reboredo
32793;Cabalgada (A)
32794;Penelas
32800;Celanova
32810;Freas de Eiras
32811;Casardeita
32813;Albos
32814;Xacebans
32817;Amorociña
32820;Bouza (A)
32821;Baldariz
32822;Armada (A)
32823;Vilar Da Ponte
32824;Couxil
32825;Gueral de Abaixo
32826;Pazo (O)
32828;Buzacos
32829;Carfaxiño
32830;Manchica (A)
32840;Bande
32847;Lueda
32848;Carpazas
32849;Martiñan
32850;Quintas (As)
32857;Canle (A)
32858;Fraga (A)
32859;Forcadas (As)
32867;Queguas
32868;Asperelo E Olin
32869;Illa (A)
32870;Lobios
32879;Delas
32880;Maus (As)
32890;Alto Do Ponton (O)
32891;Cados
32892;Maras
32893;Valoiro (O)
32894;Aceredo
32895;Baños (Os)
32896;Parada de Ventosa
32897;Cabaleiros
32910;Curras
32911;Piñeiral (O)
32920;Lamas (As)
32930;Barxa (A)
32940;Santa Uxia
32941;Castiñeiras
32950;Tras Do Rio de Alban
32970;Bemposta
32971;Santa Mariña Do Monte
32981;Beiro
33001;Oviedo
33010;Caravia
33012;Peña El Fuelle
33060;Sotiello
33069;Escobadielles
33110;Favorita (La)
33111;Fresnedo
33112;Bustiel.lu
33114;Banduxu
33115;Pedroveya
33116;Sograndiu
33117;Arrojo
33118;Aciera
33119;Báscones
33120;Pravia
33125;San Juan de la Arena
33126;Bimera (La)
33127;Monterrey
33128;Allence
33129;Campas (Las)
33130;San Esteban
33138;Era
33140;Arquera (La)
33150;Cudillero
33155;Artedo
33156;Riego Abajo
33157;Ballota
33159;Faedo
33160;Ablaneo
33161;Lugar de Abajo
33162;Collada (La)
33163;Argame
33170;Caleyo (El)
33171;Carcaba (La)
33172;Fuexos
33173;Candama (La)
33174;Caces
33186;Berrón (El)
33187;Xixún
33188;Belga Baxo (La)
33189;Arniella
33190;Biedes
33191;Faberin
33192;Lotero
33193;Ayones
33194;Ajuyan
33195;Bendones
33196;Barreros
33201;Gijón/Xixón
33203;Cimavilla
33300;Villaviciosa
33310;Arriondu
33311;Algara (L')
33312;Ambas
33313;Barraca (La)
33314;Camín Rial (El)
33315;Cabañes
33316;Abéu de Riba
33317;Batón (El)
33318;Arcenoyu
33320;Colunga
33324;Carrandi
33325;Carrandena
33326;Pivierda
33327;Llera (La)
33328;Lluces
33330;Llastres
33340;Castiellu
33341;Isla (La)
33342;Coceña
33343;Duesos
33344;Prado
33346;Berbes
33347;Abeo
33350;Llinares
33392;Aguda
33393;Batiao
33394;Castiello Bernueces
33401;Aviles
33404;Campos (Los)
33405;Raices Nuevo
33411;Barrera (La)
33412;Laguna (La)
33416;L'Acebo
33418;San Juan de Nieva
33420;Lugones/Llugones
33424;Ables
33425;Aguera
33426;Bonielles
33428;Arroyo
33429;Belga (La)
33430;Candás
33438;Ambás
33439;Alto la Ilesia (L')
33440;Aramar
33448;Cerin
33449;Antromero
33450;Piedras Blancas
33456;Pulide
33457;Infiesta
33459;Banda (La)
33468;Cuetu (El)
33469;Alredor de la Ilesia
33476;Campos Y Salave
33480;Alvares
33490;Cabian (La)
33491;Arenes (Les)
33492;Barreres
33500;Galguera (La)
33507;Ardisana
33509;Cue
33510;Pola Siero (La)
33518;Aramanti
33519;Corollos
33520;Nava
33527;L'Acebal
33528;Caliyu (El)
33529;Camas
33530;L'Infiestu
33534;Caparea
33535;Llano del Rio
33536;Caperea
33537;Cuerries (Les)
33538;L'Abedul
33539;Beroñes
33540;Arriondes (Les)
33546;Llerandi
33547;Agüera
33548;Cuadroveña
33549;Collía
33550;Cangas de Onís
33554;Arangas
33555;Berodia
33556;Coraín
33557;Arnañu
33558;Amieva
33559;Cabielles
33560;San Pedro
33568;Camango
33569;Junco
33576;Caraves
33577;Mier
33578;Alles
33579;Abandames
33580;Acebal (L')
33581;Cueva (La)
33582;Carancos
33583;Borines/Boriñes
33584;Canal (La)
33586;H.uentes
33587;Torañu
33588;Cuevas
33589;Celoriu
33590;Bustio
33592;Carriles (Los)
33594;Bricia
33595;Balmori
33596;San Roque del Acebal
33598;Borbolla (La)
33600;Mieres del Camín
33611;Brañanoceo
33612;L'Alamea
33614;L'Acibíu
33615;Canga Fondera
33616;Curión (El)
33618;Barrio Gonzalín (El)
33619;Brañanoveles
33620;Campumanes
33627;Cortina (La)
